assunto,cod_assunto,descricao_lei
Explosão,11186,Artigo 269 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Explosão,9775,Artigo 251 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Explosão,3493,Artigo 251 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Explosão culposa,11963,Parágrafo 3 Artigo 251 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Explosão culposa,11963,Artigo 251 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Explosão culposa,11964,Parágrafo 3 Artigo 251 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Explosão culposa,11964,Artigo 251 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Exposição a Substâncias Tóxicas (Dicloro-Difenil-Tricloroetano (DDT / Mercúrio / Outras),14163,Parágrafo 6 Artigo 37 da Constituição Federal de 1988
Exposição a Substâncias Tóxicas - Dicloro-Difenil-Tricloroetano (DDT/Mercúrio/Outras),14149,Parágrafo 6 Artigo 37 da Constituição Federal de 1988
Exposição ou Abandono de Recém Nascido,10509,Artigo 134 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Expurgos inflacionários sobre os benefícios,6143,Artigo 1 da Lei nº 6.899 de 08 de Abril de 1981
Extorsão,11156,Artigo 243 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Extorsão,3420,Artigo 158 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão,9679,Artigo 158 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão indireta,3422,Artigo 160 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão indireta,11157,Artigo 246 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Extorsão indireta (art. 160),9681,Artigo 160 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante seqüestro,11158,Artigo 244 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Extorsão mediante seqüestro,3421,Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante seqüestro,9680,Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante Sequestro Seguida de Lesão Corporal Grave,9702,Parágrafo 2 Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante seqüestro,9702,Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante Sequestro Seguida de Lesão Corporal Grave,5569,Parágrafo 2 Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante seqüestro,5569,Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante Seqüestro Seguida de Morte,5568,Parágrafo 3 Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante seqüestro,5568,Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante Seqüestro Seguida de Morte,9701,Parágrafo 3 Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extorsão mediante seqüestro,9701,Artigo 159 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Extração ou Exploração Ilegal de Madeira e Condutas Equiparadas,14789,Artigo 51 da Lei nº 9.605 de 12 de Fevereiro de 1998
Extração ou Exploração Ilegal de Madeira e Condutas Equiparadas,14789,Artigo 45 da Lei nº 9.605 de 12 de Fevereiro de 1998
Extração ou Exploração Ilegal de Madeira e Condutas Equiparadas,14789,Artigo 39 da Lei nº 9.605 de 12 de Fevereiro de 1998
Extravio de bagagem,4832,Artigo 14 da Lei nº 8.078 de 11 de Setembro de 1990
"Extravio, sonegação ou inutilização de livro ou documento",3551,Artigo 314 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Extravio, sonegação ou inutilização de livro ou documento",11341,Artigo 321 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
"Extravio, sonegação ou inutilização de livro ou documento (art. 314)",9831,Artigo 314 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins,9861,Artigo 34 da Lei nº 11.343 de 23 de Agosto de 2006
Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins,5894,Artigo 34 da Lei nº 11.343 de 23 de Agosto de 2006
"Fabricação, Aquisição, Fornecimento, Subtração ou Guarda de Materiais de Uso da Justiça Eleitoral",11436,Artigo 340 da Lei nº 4.737 de 15 de Julho de 1965
Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante,9800,Artigo 253 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante,5862,Artigo 253 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Facilitação de contrabando ou descaminho,3556,Artigo 318 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Facilitação de contrabando ou descaminho (art. 318),9836,Artigo 318 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Crimes Falimentares,9911,Artigo 188 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 187 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 186 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 185 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 184 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 183 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 182 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 181 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 180 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 179 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 178 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 177 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 176 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 175 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 174 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 173 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 172 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 171 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 170 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 169 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,9911,Artigo 168 da Lei nº 11.101 de 09 de Fevereiro de 2005
Falsa identidade,9824,Artigo 308 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsa identidade,9824,Artigo 307 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsa identidade,11320,Artigo 318 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Falsa identidade,3542,Artigo 308 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsa identidade,3542,Artigo 307 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Crimes contra a Administração Ambiental,14802,Artigo 69 da Lei nº 9.605 de 12 de Fevereiro de 1998
Falsidade de atestado médico,3537,Artigo 302 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsidade de atestado médico (art. 302),9819,Artigo 302 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsidade ideológica,11321,Artigo 312 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Falsidade ideológica,11473,Artigo 350 da Lei nº 4.737 de 15 de Julho de 1965
Falsidade ideológica,3533,Artigo 299 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsidade ideológica,9815,Artigo 299 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsidade ideológica,10995,Artigo 299 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsidade material de atestado ou certidão,3536,Parágrafo 1 Artigo 301 do Decreto Lei nº 2.848 de 12 de Dezembro de 1980
Falsidade material de atestado ou certidão,3536,Artigo 301 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Falsidade material de atestado ou certidão (art. 301, § 1º)",9818,Parágrafo 1 Artigo 301 do Decreto Lei nº 2.848 de 12 de Dezembro de 1980
Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,9789,Artigo 273 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,3508,Artigo 273 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,3514,Artigo 272 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,9795,Artigo 272 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de documento,11322,Artigo 311 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Falsificação de documento particular,3532,Artigo 298 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de documento particular (art. 298),9814,Artigo 298 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de documento público,9813,Artigo 297 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de documento público,3531,Artigo 297 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de documento público para fins eleitorais,10816,Artigo 348 da Lei nº 4.737 de 15 de Julho de 1965
Falsificação de documento público,10998,Artigo 297 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de papéis públicos,3529,Artigo 293 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de papéis públicos (art. 293),9811,Artigo 293 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de Papéis Públicos Praticado por Funcionário Público,11005,Artigo 295 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação de Papéis Públicos Praticado por Funcionário Público,11005,Artigo 293 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação do selo ou sinal público,3530,Artigo 296 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação do selo ou sinal público (art. 296),9812,Artigo 296 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação do Selo ou Sinal Público Praticado por Funcionário Público,11004,Artigo 296 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins",3541,Artigo 306 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins",9823,Artigo 306 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falsificação ou Alteração de Documento Particular para Fins Eleitorais,14221,Artigo 349 da Lei nº 4.737 de 15 de Julho de 1965
Falsificação ou Alteração de Documento Público para Fins Eleitorais,11472,Artigo 348 da Lei nº 4.737 de 15 de Julho de 1965
Falso eleitoral,10753,Artigo 350 da Lei nº 4.737 de 15 de Julho de 1965
Falso reconhecimento de firma ou letra,3534,Artigo 300 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falso reconhecimento de firma ou letra (art. 300),9816,Artigo 300 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falso testemunho ou falsa perícia,9937,Artigo 343 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falso testemunho ou falsa perícia,11367,Artigo 346 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Falso testemunho ou falsa perícia,3579,Artigo 343 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Falso testemunho ou falsa perícia,3579,Artigo 342 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Fauna Aquática Afetada por Traslado ou Descarte de Resíduos/Efluentes, ou Poluição ou Degradação da Água",14783,Parágrafo 1 Artigo 33 da Lei nº 9.605 de 12 de Fevereiro de 1998
Favorecimento a convocado,11121,Artigo 186 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Favorecimento a desertor,11133,Artigo 193 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Favorecimento da Prostituição,9750,Artigo 228 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento da Prostituição,5852,Artigo 228 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento da prostituição ou outra forma de exploração sexual,11420,Artigo 228 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável,11419,Artigo 218 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento de Prostituição ou Outra Forma de Exploração Sexual,11457,Artigo 228 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento de Prostituição ou Outra Forma de Exploração Sexual de Vulnerável,11458,Artigo 218 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento pessoal,11368,Artigo 350 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Favorecimento pessoal,3583,Artigo 348 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento pessoal,9941,Artigo 348 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento real,9942,Artigo 349 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Favorecimento real,11369,Artigo 351 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Favorecimento real,3584,Artigo 349 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio qualificado,12091,Parágrafo 2 Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio,12091,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Férias,10339,Artigo 50 da Lei nº 6.880 de 09 de Dezembro de 1980
Fiança,9592,Artigo 828 da Lei nº 10.406 de Outubro de 2001
Fies,12844,Artigo 1 da Lei nº 13.570 de 21 de Dezembro de 2017
Filiação Partidária - Cancelamento,11756,Artigo 22 da Lei nº 9.096 de 19 de Setembro de 1995
Filiação Partidária - Coexistência,11757,Parágrafo 1 Artigo 22 da Lei nº 9.096 de 19 de Setembro de 1995
Filiação Partidária - Exclusão,11758,Parágrafo 1 Artigo 22 da Lei nº 9.096 de 19 de Setembro de 1995
Fornecimento ao Eleitor de Cédula Oficial Já Assinalada ou Marcada,11505,Artigo 307 da Lei nº 4.737 de 15 de Julho de 1965
Fornecimento de Cédula Eleitoral Rubricada a Destempo,11506,Artigo 308 da Lei nº 4.737 de 15 de Julho de 1965
Fraude / Quebra de ordem cronológica,11923,Parágrafo 6 Artigo 100 da Constituição Federal de 1988
Fraude / Quebra de ordem cronológica,11923,Parágrafo 2 Artigo 100 da Constituição Federal de 1988
Fraude / Quebra de ordem cronológica,11923,Parágrafo 1 Artigo 100 da Constituição Federal de 1988
Fraude à execução,3434,Artigo 179 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude à execução (art. 179),9693,Artigo 179 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude de lei sobre estrangeiros,9825,Artigo 310 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude de lei sobre estrangeiros,9825,Artigo 309 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude de lei sobre estrangeiros,3543,Artigo 310 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude de lei sobre estrangeiros,3543,Artigo 309 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Alienação ou oneração fraudulenta de coisa própria,5838,Parágrafo 2 Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Estelionato,5838,Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Alienação ou oneração fraudulenta de coisa própria,9710,Parágrafo 2 Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Estelionato,9710,Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude no Comércio,9716,Artigo 175 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude no Comércio,5844,Artigo 175 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Alienação ou oneração fraudulenta de coisa própria,5840,Parágrafo 2 Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Estelionato,5840,Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Alienação ou oneração fraudulenta de coisa própria,9712,Parágrafo 2 Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Estelionato,9712,Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Alienação ou oneração fraudulenta de coisa própria,9711,Parágrafo 2 Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Estelionato,9711,Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Alienação ou oneração fraudulenta de coisa própria,5839,Parágrafo 2 Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Estelionato,5839,Artigo 171 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude processual,3582,Artigo 347 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraude processual,9940,Artigo 347 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações,9717,Artigo 177 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações,5845,Artigo 177 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Adulteração de sinal identificador de veículo automotor,14731,Artigo 311 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Frustração de direitos assegurados por lei trabalhista,3452,Artigo 203 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Frustração de direitos assegurados por lei trabalhista (art. 203),9729,Artigo 203 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Frustração de lei sobre a nacionalização do trabalho,3456,Artigo 204 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Frustração de lei sobre a nacionalização do trabalho (art. 204),9733,Artigo 204 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fuga após acidente de trânsito,11188,Artigo 281 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Fuga de pessoa presa ou submetida a medida de segurança,9944,Artigo 351 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fuga de pessoa presa ou submetida a medida de segurança,3586,Artigo 351 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fuga de preso ou internado,11300,Artigo 178 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Funrural,6040,Artigo 15 da Lc nº 11 de 25 de Maio de 1971
Furto,3416,Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto simples,11163,Artigo 240 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Furto,9675,Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto de coisa comum,3418,Artigo 156 do Decreto Lei nº 2.848 de 01 de Dezembro de 1940
Furto de coisa comum (art. 156),9677,Artigo 156 do Decreto Lei nº 2.848 de 01 de Dezembro de 1940
Furto de uso,11164,Artigo 241 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Furto qualificado,5565,Parágrafo 5 Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto,5565,Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto qualificado,9698,Parágrafo 5 Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto,9698,Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto Privilegiado,9697,Parágrafo 2 Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto,9697,Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto Privilegiado,5564,Parágrafo 2 Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto,5564,Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto qualificado,3417,Parágrafo 4 Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Furto simples,11165,Artigo 240 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Furto simples,11165,Artigo 6 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Furto simples,11165,Artigo 5 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Furto qualificado,11165,Parágrafo 4 Artigo 240 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Furto,9676,Artigo 155 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Fusão,9550,Parágrafo 1 Artigo 29 da Lei nº 9.096 de 19 de Setembro de 1995
Fusão,9550,Artigo 27 da Lei nº 9.096 de 19 de Setembro de 1995
Fusão,9550,Artigo 2 da Lei nº 9.096 de 19 de Setembro de 1995
Genocídio,11248,Artigo 208 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Lesão corporal grave,10848,Parágrafo 1 Artigo 209 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Lesão corporal de natureza grave,5556,Parágrafo 1 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,5556,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal de natureza grave,9644,Parágrafo 1 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,9644,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal de natureza grave,9645,Parágrafo 2 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,9645,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal de natureza grave,5557,Parágrafo 2 Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Lesão corporal,5557,Artigo 129 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio,10840,Artigo 205 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Homicídio,11243,Artigo 205 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Homicídio,12130,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio,12131,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio,3371,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio,9637,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio qualificado,9638,Parágrafo 2 Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio,9638,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio qualificado,10846,Parágrafo 2 Artigo 205 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Homicídio qualificado,10846,Artigo 205 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Homicídio qualificado,11244,Parágrafo 2 Artigo 205 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Homicídio qualificado,11244,Artigo 205 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Homicídio qualificado,3372,Parágrafo 2 Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio,3370,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio,9636,Artigo 121 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Homicídio simples,10845,Parágrafo 1 Artigo 205 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Homicido privilegiado,11245,Parágrafo 1 Artigo 205 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Hostilidade contra país estrangeiro,11213,Artigo 136 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Hostilidade qualificada pelo resultado,11214,Parágrafo 1 Artigo 136 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
Identificação Numérica de Candidato,11594,Artigo 15 da Lei nº 9.504 de 30 de Setembro de 1997
Casos de nulidade,10600,Artigo 500 do Decreto Lei nº 1.002 de 21 de Outubro de 1969
Impedimento,10600,Artigo 255 do Decreto Lei nº 3.689 de 03 de Outubro de 1941
Impedimento / Detenção / Prisão,10365,Artigo 47 da Lei nº 6.880 de 09 de Dezembro de 1980
Impedimento à fiscalização das pesquisas,10821,Parágrafo 2 Artigo 34 da Lei nº 9.504 de 30 de Setembro de 1997
Impedimento do Exercício da Propaganda,11490,Artigo 332 da Lei nº 4.737 de 15 de Julho de 1965
Impedimento ou Embaraço ao Exercício do Sufrágio,11499,Artigo 297 da Lei nº 4.737 de 15 de Julho de 1965
Impedimento ou Perturbação de Cerimônia Funerária,3459,Artigo 209 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Impedimento ou Perturbação de Cerimônia Funerária (Art. 209),9736,Artigo 209 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Impedimento, perturbação ou fraude de concorrência",3569,Artigo 335 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Impedimento, perturbação ou fraude de concorrência",11331,Artigo 339 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
"Impedimento, perturbação ou fraude de concorrência (art. 335)",9922,Artigo 335 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
"Introduzir espécime animal no País, sem parecer técnico oficial favorável e licença expedida por autoridade competente",14781,Artigo 31 da Lei nº 9.605 de 12 de Fevereiro de 1998
Impostos,5916,Artigo 154 da Constituição Federal de 1988
Improbidade Administrativa,11559,Artigo 1 da Lei nº 8.429 de 02 de Junho de 1992
Impugnação - Identidade de Eleitor Admitido a Votar,11707,Parágrafo 1 Artigo 147 da Lei nº 4.737 de 15 de Julho de 1965
Impugnação - Inscrição Eleitoral,11581,Parágrafo 7 Artigo 45 da Lei nº 4.737 de 15 de Julho de 1965
Impugnação - Nomeação de Membro da Junta Eleitoral,11709,Parágrafo 2 Artigo 36 da Lei nº 4.737 de 15 de Julho de 1965
Impugnação - Nomeação de Membro da Mesa Receptora,11708,Artigo 63 da Lei nº 9.504 de 30 de Setembro de 1997
Impugnação - Sistema Eletrônico de Votação,11710,Parágrafo 3 Artigo 66 da Lei nº 9.504 de 30 de Setembro de 1997
Impugnação - Sistema Eletrônico de Votação,11710,Parágrafo 2 Artigo 66 da Lei nº 9.504 de 30 de Setembro de 1997
Impugnação - Sistema Eletrônico de Votação,11710,Parágrafo 1 Artigo 66 da Lei nº 9.504 de 30 de Setembro de 1997
Impugnação - Transferência de Domicílio Eleitoral,11582,Artigo 57 da Lei nº 4.737 de 15 de Julho de 1965
Impugnação - Voto por Cédula,11711,Parágrafo 1 Artigo 69 da Lei nº 4.737 de 15 de Julho de 1965
Impugnação ao Registro de Candidatura,11616,Artigo 3 da Lc nº 64 de 18 de Maio de 1990
Imputação falsa de prática de infração penal ou revelação inverídica sobre estrutura de organização criminal,12337,Artigo 19 da Lei nº 12.850 de 02 de Agosto de 2013
Imunidade,5914,Artigo 150 da Constituição Federal de 1988
Imunidade Recíproca,10530,Artigo 150 da Constituição Federal de 1988
Inabilitação para o exercício de Função Pública,11092,Artigo 104 do Decreto Lei nº 1.001 de 21 de Outubro de 1969
